,name,nationality_1,nationality_2,team,jersey,position_1,position_2,archetype,height_feet,height_cm,weight_lbs,weight_kg,wingspan_feet,wingspan_cm,years_in_the_nba,prior_to_wnba,overall,group_outside_scoring,close_shot,mid_range_shot,three_point_shot,free_throw,shot_iq,offensive_consistency,group_athleticism,speed,agility,strength,vertical,stamina,hustle,overall_durability,group_inside_scoring,layup,standing_dunk,driving_dunk,post_hook,post_fade,post_control,draw_foul,hands,group_playmaking,pass_accuracy,ball_handle,speed_with_ball,pass_iq,pass_vision,group_defense,interior_defense,perimeter_defense,steal,block,help_defense_iq,pass_perception,defensive_consistency,group_rebounding,offensive_rebound,defensive_rebound,intangibles,potential,total_attributes,badge_deadeye,badge_limitless_range,badge_mini_marksman,badge_set_shot_specialist,badge_shifty_shooter,badge_aerial_wizard,badge_float_game,badge_hook_specialist,badge_layup_mixmaster,badge_paint_prodigy,badge_physical_finisher,badge_post_fade_phenom,badge_post_powerhouse,badge_post_up_poet,badge_posterizer,badge_rise_up,badge_ankle_assassin,badge_bail_out,badge_break_starter,badge_dimer,badge_handles_for_days,badge_lightning_launch,badge_strong_handle,badge_unpluckable,badge_versatile_visionary,badge_challenger,badge_glove,badge_high_flying_denier,badge_immovable_enforcer,badge_interceptor,badge_off_ball_pest,badge_on_ball_menace,badge_paint_patroller,badge_pick_dodger,badge_post_lockdown,badge_boxout_beast,badge_rebound_chaser,badge_brick_wall,badge_slippery_off_ball,badge_pogo_stick,season_salary,birthdate,hometown,prior_to_nba
164,George McGinnis,United States,,All-Time Indiana Pacers,30,PF,C,2-Way 3-Level Interior Force,"6'8""",203,235,106,"6'11""",211,,,89,85,94,85,77,71,90,95,77,59,60,98,60,90,80,90,83,85,85,75,84,78,89,81,90,56,58,61,36,58,65,68,87,60,73,37,86,65,65,95,94,96,98,89,2844,,,,,,gold,,,,,gold,,gold,,,gold,,,,,,,,,,silver,,,,,,,silver,,,gold,,gold,,,,,,Indiana
165,George McGinnis,United States,,All-Time Philadelphia 76ers,30,PF,C,2-Way Inside-The-Arc Threat,"6'8""",203,235,106,"6'11""",211,,,87,80,88,78,65,71,90,85,77,59,60,98,60,90,80,90,83,85,85,75,84,78,89,81,90,59,58,61,36,75,65,66,85,60,73,37,80,65,65,89,88,89,83,87,2788,,,,gold,,gold,,,,,gold,,gold,,,,,,,bronze,,,,,bronze,,,,,,,,gold,,,gold,,gold,,,,,,Indiana
166,George Mikan,United States,,All-Time Los Angeles Lakers,99,C,,3-Level Scoring Paint Beast,"6'10""",208,245,110,"7'2""",218,,,94,90,97,90,78,80,95,98,76,50,35,94,80,98,95,81,91,84,95,75,95,95,97,89,98,52,57,40,44,60,58,81,95,35,65,94,95,90,95,97,97,97,70,95,2986,,,,gold,,gold,silver,,silver,silver,gold,gold,,gold,,,,,gold,,,,,,,gold,,gold,,,,,gold,,gold,gold,gold,gold,,gold,,,,DePaul
167,Gerald Wallace,United States,,All-Time Charlotte Hornets,3,SF,PF,2-Way 3-Level Shot Creator,"6'7""",201,220,99,"6'10""",208,,,84,75,79,85,82,78,50,75,80,85,92,60,88,90,75,73,63,82,35,85,50,50,50,70,80,69,68,78,79,70,48,87,85,92,92,62,92,94,95,69,54,83,35,84,2725,,,,,,,,,,,gold,,,,,,,,,,,bronze,,,,gold,gold,silver,gold,,gold,gold,,silver,,,,,,gold,,,,Alabama
168,Giannis Antetokounmpo,Greece,Nigeria,All-Time Milwaukee Bucks,34,SF,SG,2-Way Inside-The-Arc Playmaker,"6'11""",211,222,100,"7'4""",224,12,,97,78,88,74,69,65,75,98,91,89,90,94,85,98,95,89,88,98,85,91,79,74,87,97,95,85,84,87,80,95,78,86,90,90,68,80,92,88,95,76,61,91,98,97,3189,,,,,,gold,gold,bronze,gold,silver,hof,silver,gold,silver,gold,bronze,,bronze,silver,bronze,,,,,bronze,silver,bronze,gold,gold,silver,silver,gold,gold,bronze,gold,gold,silver,silver,,gold,,,,Filathlitikos (Greece)
169,Gilbert Arenas,United States,,All-Time Washington Wizards,0,PG,SG,All-Around Star,"6'3""",191,191,86,"6'10""",208,,,93,91,88,92,89,82,98,95,92,94,89,78,95,98,96,95,78,95,35,75,60,88,74,96,98,89,90,92,94,92,75,71,67,79,75,50,75,78,75,58,54,62,65,96,3029,gold,bronze,,gold,gold,,gold,,gold,,silver,,,,,,gold,gold,silver,gold,gold,silver,gold,gold,gold,,,,,,,,,,,,,,silver,,,,,Arizona
170,Glen Rice,United States,,All-Time Charlotte Hornets,41,SF,,Score-First Wing,"6'7""",201,215,97,"6'9""",206,,,90,94,92,97,97,88,90,98,83,83,83,78,70,97,84,84,73,90,54,69,66,59,80,70,92,72,64,79,80,74,61,71,61,78,66,41,82,81,85,56,46,66,70,90,2845,,gold,,gold,gold,,gold,,gold,,gold,,,,,,,,gold,,,,,,,,,,,,,,,gold,,,,,,,,,,Michigan
171,Glen Rice,United States,,All-Time Miami Heat,41,SF,,2-Way 3-Level Shot Creator,"6'7""",201,215,97,"6'9""",206,,,88,91,92,83,90,86,98,95,84,75,83,78,70,98,98,84,72,81,54,69,66,59,80,70,98,71,64,79,78,74,61,75,61,84,66,41,87,88,95,66,62,69,45,88,2849,,silver,,gold,gold,,silver,,silver,,gold,,,,,,,,gold,,,,,,,,,,,,,,,gold,,,,,,,,,,Michigan
172,Glenn Robinson,United States,,All-Time Milwaukee Bucks,13,SF,,All-Around Star,"6'7""",201,225,101,"6'10""",208,,,87,89,88,84,83,84,97,95,86,85,85,85,86,95,89,75,83,80,65,90,84,84,84,80,99,81,80,86,84,84,69,80,79,84,77,74,84,83,80,79,79,79,25,87,3031,,,,gold,bronze,silver,,,,,gold,silver,bronze,silver,,,,gold,,,,,silver,,,,,,,,bronze,,,,,,silver,,,gold,,,,Purdue
173,Goran Dragic,Slovenia,,All-Time Miami Heat,2,PG,,Playmaking 3-Level Scorer,"6'3""",191,190,86,"6'6""",198,17,,85,88,87,86,88,77,95,95,66,79,,44,72,95,85,84,56,93,25,45,25,60,39,74,85,84,90,85,79,88,80,61,32,73,70,40,74,70,70,45,38,51,80,85,2538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slovenia
174,Gordon Hayward,United States,,All-Time Utah Jazz,33,SF,PF,2-Way Inside-Out Combo Guard,"6'7""",201,225,101,"6'8""",203,15,,88,88,82,84,85,84,98,95,79,79,81,42,75,98,98,78,70,90,40,75,50,69,58,81,98,76,79,77,74,79,69,69,56,84,66,50,82,58,85,73,77,69,83,88,2816,gold,,,,gold,,gold,,gold,,silver,,,,,,,,,,,,,,,,,bronze,,,,,,silver,,,,,,,,,,Butler
175,Grant Hill,United States,,All-Time Detroit Pistons,33,SF,SG,2-Way Inside-The-Arc Playmaker,"6'8""",203,225,101,"7'0""",213,,,93,89,97,94,67,82,98,98,90,94,87,70,94,97,95,91,80,97,70,97,40,78,72,92,94,86,82,84,91,90,84,72,40,87,80,39,88,82,85,68,62,74,45,93,3010,,,,,silver,silver,gold,,gold,,gold,,,,gold,,gold,,gold,gold,silver,gold,silver,silver,gold,gold,gold,,silver,gold,gold,silver,,gold,bronze,,,,,gold,,,,Duke
176,Grant Hill,United States,,All-Time Orlando Magic,33,SF,SG,Wing Stopper,"6'8""",203,225,101,"7'0""",213,,,86,83,87,84,70,82,90,85,82,83,83,60,75,90,95,91,71,84,55,80,40,78,72,79,78,77,75,80,83,81,68,70,50,80,80,39,81,82,75,68,66,69,68,86,2804,,,,,silver,,gold,,gold,,gold,,,,,,bronze,,gold,gold,,silver,silver,silver,gold,,,,,,,,,,,,,,,,,,,Duke
177,Greg Anthony,United States,,All-Time Memphis Grizzlies,2,PG,SG,Playmaking Shot Creator,"6'0""",183,176,79,,,,,81,82,86,86,85,79,94,59,63,75,,44,75,84,84,80,46,84,25,25,25,29,25,76,80,83,84,85,81,88,79,58,32,71,81,40,68,42,70,35,29,41,84,81,2356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNLV
178,Gus Williams,United States,,All-Time Oklahoma City Thunder,15,PG,,2-Way Inside-The-Arc Playmaker,"6'2""",188,175,79,"6'4""",193,,,89,87,94,92,69,75,95,95,84,97,80,50,95,93,90,86,56,94,25,30,28,60,35,90,88,88,91,88,97,88,76,70,32,84,93,42,85,84,70,43,34,51,65,89,2730,,,silver,,,,gold,,gold,,bronze,,,,,,gold,gold,gold,gold,gold,gold,gold,gold,gold,,gold,,,,,,,gold,,,,,,,,,,USC
179,Hakeem Olajuwon,Nigeria,,All-Time Houston Rockets,34,C,PF,2-Way Inside-The-Arc Menace,"7'0""",213,255,115,"7'3""",221,,,99,89,98,89,71,78,98,98,77,65,57,92,60,95,79,92,92,82,95,75,98,98,99,95,97,60,68,61,26,82,63,87,99,57,65,95,98,98,98,97,95,98,70,99,3083,,,,gold,,gold,bronze,gold,bronze,hof,gold,gold,gold,legendary,,gold,,,silver,,,,,,,gold,,,,,,,hof,,legendary,gold,gold,hof,,gold,,,,Houston
180,Hal Greer,United States,,All-Time Philadelphia 76ers,15,PG,SG,All-Around Star,"6'2""",188,180,81,"6'5""",196,,,88,92,88,92,90,83,98,98,80,92,92,40,63,98,98,77,59,91,25,40,50,50,35,85,98,86,83,86,88,89,84,74,33,89,74,40,95,89,95,35,31,39,85,88,2771,silver,,gold,,,,gold,,gold,,,,,,,,,silver,,,,,silver,silver,,,gold,,,,,,,gold,,,,,,,,,,Marshall
181,Hassan Whiteside,United States,,All-Time Miami Heat,21,C,,2-Way Inside-The-Arc Threat,"7'0""",213,265,119,,,15,,84,69,82,80,25,56,87,85,69,65,41,70,60,90,93,66,72,70,90,71,81,38,76,63,85,37,45,35,25,50,29,76,89,41,60,95,95,60,90,94,92,96,70,86,2532,,,,,,gold,,,,,silver,,,,,,,,,,,,,,,silver,,bronze,,,,,gold,,,gold,,gold,,gold,,,,Marshall
182,Hedo Turkoglu,Turkey,,All-Time Orlando Magic,15,SF,PF,Shot-Creating 3-Level Threat,"6'10""",208,220,99,"6'11""",211,,,86,84,80,85,86,86,85,80,78,75,78,70,70,90,80,82,74,81,80,70,60,68,70,65,95,77,75,78,73,80,80,65,60,71,70,65,68,62,60,73,75,70,98,86,2807,,silver,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,Turkey
183,Hersey Hawkins,United States,,All-Time Philadelphia 76ers,33,SG,PG,Shot-Creating 3-Level Threat,"6'3""",191,190,86,"6'6""",198,,,87,92,86,92,89,89,98,95,79,80,76,55,79,90,80,90,60,88,40,55,25,66,35,79,95,78,80,79,74,80,78,66,34,76,85,35,75,85,75,45,43,46,83,87,2697,silver,gold,,,gold,,silver,,silver,,,,,,,,,,,,,,silver,,,,gold,,,,,,,,,,,,silver,,,,,Bradley
184,Horace Grant,United States,,All-Time Chicago Bulls,54,PF,C,2-Way Inside-The-Arc Threat,"6'10""",208,215,97,"7'2""",218,,,85,75,81,78,36,71,98,85,78,52,69,81,60,98,98,86,74,55,84,64,75,75,75,68,98,42,49,36,35,52,40,75,93,33,63,69,88,84,95,93,92,94,55,85,2650,,,,gold,,gold,,,,,gold,,bronze,,,,,,,,,,,,,gold,,gold,,,,,gold,,gold,,silver,gold,,,,,,Clemson
185,Horace Grant,United States,,All-Time Orlando Magic,54,PF,C,2-Way Inside-The-Arc Threat,"6'10""",208,215,97,"7'2""",218,,,84,75,81,78,36,71,98,85,78,52,69,81,60,98,98,86,74,55,84,64,75,75,75,68,98,42,49,36,35,52,40,75,93,33,63,69,88,84,95,91,92,90,65,84,2655,,,,gold,,gold,,,,,gold,gold,,gold,,,,,,,,,,,,,,,,,,,bronze,,gold,,silver,gold,,,,,,Clemson
186,Hot Rod Williams,United States,,All-Time Cleveland Cavaliers,18,PF,C,Defensive Anchor,"6'11""",211,245,110,"7'1""",216,,,85,72,82,60,25,76,98,90,75,63,52,75,75,95,75,88,81,49,95,80,84,84,86,78,90,54,50,36,45,70,68,74,80,52,62,86,82,74,80,82,81,82,83,86,2717,,,,gold,,gold,,,,silver,,gold,,gold,,,,,,,,,,,,,,,,,,,,,,gold,gold,,,gold,,,,Tulane
187,Isaiah Rider,United States,,All-Time Minnesota Timberwolves,34,SG,,Shot-Creating 3-Level Scorer,"6'5""",196,215,97,"6'9""",206,,,84,86,90,88,83,85,84,85,82,84,76,55,97,94,75,93,73,91,55,96,44,58,65,79,94,74,74,85,80,72,60,66,59,73,72,45,64,73,75,49,46,51,25,84,2709,,,,,gold,gold,gold,,gold,,silver,,,,hof,,bronze,,,,,,,,,,,,,,,,,,,,,,gold,,,,,UNLV
188,Isiah Thomas,United States,,All-Time Detroit Pistons,11,PG,SG,2-Way 3-Level Playmaker,"6'1""",185,180,81,"6'4""",193,,,95,90,95,92,76,82,98,98,88,94,88,65,84,97,96,90,59,97,25,65,25,29,44,94,92,97,97,97,94,98,97,70,40,85,84,35,84,78,85,40,35,45,68,96,2844,,,,,,,gold,,gold,,silver,,,,,,gold,gold,,hof,legendary,gold,gold,gold,hof,gold,bronze,,bronze,gold,gold,bronze,,gold,,,,,,,,,,Indiana
189,Ja Morant,United States,,All-Time Memphis Grizzlies,12,PG,,3-Level Scoring Playmaker,"6'3""",191,175,79,"6'7""",201,6,,89,89,95,83,79,82,98,98,84,92,81,52,93,95,95,80,64,96,25,95,34,37,37,95,95,92,92,93,92,93,88,63,39,79,49,50,75,78,70,54,46,61,40,92,2774,,bronze,silver,bronze,bronze,gold,gold,,gold,,,,,,gold,,gold,gold,gold,silver,gold,gold,gold,gold,silver,,,gold,,,,,,,,,,,,gold,,,,Murray State
190,Jack Marin,United States,,All-Time Washington Wizards,24,SF,SG,2-Way Wing Creator,"6'7""",201,200,90,"6'10""",208,,,86,85,85,84,86,89,75,90,84,83,85,78,77,90,85,88,63,85,65,70,29,48,44,82,78,77,74,86,78,75,70,79,78,85,70,65,85,84,85,79,78,79,80,86,2854,,,,,,,silver,,silver,,gold,,,,,,,gold,,,,,silver,silver,,,,,,gold,silver,,,silver,,,silver,,silver,silver,,,,
191,Jack Sikma,United States,,All-Time Oklahoma City Thunder,43,C,,2-Way 3-Level Board Hunter,"6'11""",211,230,104,"7'3""",221,,,89,86,90,88,75,86,98,80,77,53,44,92,70,97,95,88,82,74,85,65,87,88,88,70,95,55,60,42,25,78,69,77,91,44,64,80,92,80,85,91,88,93,55,89,2843,,,,gold,,gold,,silver,,gold,,silver,gold,silver,,bronze,,,bronze,,,,,,,gold,,silver,,,,,gold,,gold,gold,gold,gold,,,,,,Illinois Wesleyan University
192,Jamaal Wilkes,United States,,All-Time Los Angeles Lakers,52,SF,SG,2-Way Slashing Shot Creator,"6'6""",198,190,86,"6'10""",208,,,87,85,92,84,71,81,90,90,83,83,92,70,70,94,88,83,83,90,85,85,78,77,80,76,95,76,72,80,80,78,69,79,78,92,76,45,90,82,90,75,65,84,35,87,2957,,,,,,gold,gold,gold,gold,,gold,,,,,,,,,,,,,,,,,,bronze,,,bronze,,,,,,,,,,,,UCLA
193,Jamal Mashburn,United States,,All-Time Dallas Mavericks,32,SF,,2-Way Mid-Range Slasher,"6'8""",203,240,108,"6'11""",211,,,88,90,94,92,79,85,92,95,82,78,74,82,84,95,90,72,80,90,65,75,75,76,70,92,95,74,74,78,73,75,68,68,70,74,65,42,78,75,75,63,62,64,55,88,2866,,,,gold,,gold,silver,,silver,,gold,silver,gold,silver,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,Kentucky
194,Jamal Mashburn,United States,,All-Time New Orleans Pelicans,24,SF,PF,2-Way 3-Level Shot Creator,"6'8""",203,240,108,"6'11""",211,,,89,89,88,89,85,85,92,95,82,78,74,82,84,95,90,72,80,90,65,75,75,76,70,92,95,74,74,78,73,75,68,67,70,74,65,42,78,68,75,63,62,64,50,89,2852,,,,gold,gold,gold,gold,gold,gold,,gold,silver,gold,silver,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,Kentucky
195,Jamal Murray,Canada,,All-Time Denver Nuggets,27,PG,SG,Playmaking Inside-Out Scorer,"6'4""",193,207,93,"6'7""",201,9,,87,89,88,82,86,83,98,98,78,80,77,54,80,95,85,78,63,90,30,82,38,46,56,78,84,83,84,89,79,85,76,59,35,77,43,42,74,70,70,45,38,52,98,87,2687,bronze,silver,silver,,silver,,gold,,gold,,,,,,,,bronze,silver,silver,bronze,silver,bronze,gold,gold,bronze,,,,,,,,,,,,,,,,,,,Kentucky
196,Jameer Nelson,United States,,All-Time Orlando Magic,14,PG,,3-Level Scoring Playmaker,"6'0""",183,190,86,"6'3""",191,,,83,89,80,88,93,89,96,90,80,86,72,74,78,94,73,80,47,86,25,25,25,46,27,72,72,85,89,84,88,90,73,63,33,76,59,35,82,74,80,43,35,51,60,85,2565,,,,,,,,,,,gold,,,,,,silver,,,gold,,bronze,gold,silver,gold,,,,,,,,,,,,,,,,,,,Saint Joseph's
197,James Donaldson,United States,,All-Time Dallas Mavericks,40,C,,Defensive Anchor,"7'2""",218,275,124,"7'6""",229,,,85,70,92,73,25,81,80,70,77,63,55,90,68,85,95,82,77,74,75,65,85,81,88,68,80,48,59,40,30,59,50,76,83,55,60,86,83,78,85,88,87,89,70,85,2674,,,,gold,,gold,,,,,,gold,,gold,,,,,gold,,,,,,,,,,,,,,gold,,,gold,,gold,,,,,,Washington State
198,James Harden,United States,,All-Time Brooklyn Nets,13,SG,PG,Inside-Out Combo Guard,"6'5""",196,220,99,"6'11""",211,16,,89,84,85,85,85,87,70,90,86,85,70,71,87,98,97,95,76,92,35,84,60,74,69,94,98,90,82,97,85,94,90,63,62,70,46,53,63,82,65,52,36,68,75,95,2874,gold,silver,bronze,,gold,,gold,,gold,,bronze,,,,,,gold,gold,silver,gold,gold,silver,silver,silver,gold,,,,,,,,,,,,,,,,,,,Arizona State
199,James Harden,United States,,All-Time Houston Rockets,13,SG,PG,Offensive Architect,"6'5""",196,220,99,"6'11""",211,16,,95,92,95,86,85,88,98,99,88,89,75,74,87,98,97,95,79,98,35,84,60,84,71,98,98,90,82,97,89,98,86,71,62,70,83,56,79,82,65,53,37,69,50,96,2995,gold,bronze,,gold,gold,,hof,,hof,,gold,,,,,,gold,gold,silver,gold,gold,gold,gold,gold,gold,,,,,silver,,,,,,,,,silver,,,,,Arizona State
200,James Silas,United States,,All-Time San Antonio Spurs,13,SG,,2-Way 3-Level Combo Guard,"6'1""",185,180,81,"6'4""",193,,,86,91,88,92,82,89,98,95,80,84,73,44,84,98,98,77,59,86,25,30,39,66,38,89,98,84,82,86,84,82,87,64,30,79,60,40,83,69,85,60,59,61,53,86,2699,silver,,,silver,,,gold,,gold,,gold,,,,,,,gold,,,,gold,,,,,,,,,,,,,,,,,,,,,,Stephen F. Austin
201,James Worthy,United States,,All-Time Los Angeles Lakers,42,SF,PF,All-Around Star,"6'9""",206,225,101,"7'0""",213,,,95,91,97,90,82,81,98,95,89,83,88,80,90,98,98,85,91,94,90,95,91,92,90,78,98,75,75,76,70,75,77,80,87,85,63,59,88,85,95,87,88,85,70,95,3166,,,,gold,gold,gold,gold,silver,gold,silver,gold,gold,,,gold,silver,,,gold,,,bronze,,,,silver,,gold,,,,,silver,gold,gold,,,gold,,,,,,UNC
202,Jaren Jackson Jr.,United States,,All-Time Memphis Grizzlies,8,PF,C,2-Way 3-Level Scoring Threat,"6'11""",211,242,109,"7'4""",224,7,,86,85,94,89,79,79,75,95,80,63,76,82,75,90,80,94,80,82,85,80,85,83,86,60,80,44,45,60,33,50,30,82,96,71,49,98,95,71,95,65,57,72,50,88,2772,,,,,,silver,,,,silver,silver,silver,bronze,silver,,silver,,,,,,,,,,,,gold,gold,,,,gold,,gold,,,silver,,gold,,,,Michigan State
203,Jason Kidd,United States,,All-Time Brooklyn Nets,5,PG,SG,2-Way 3-Level Playmaker,"6'4""",193,205,92,"6'8""",203,,,95,88,84,88,80,81,98,95,88,93,96,70,82,98,90,84,67,94,25,29,60,68,70,94,95,96,98,93,94,97,98,82,70,94,96,30,95,95,95,60,45,75,40,95,2984,,,,,,,gold,,gold,,silver,,,,,,gold,gold,,hof,gold,gold,gold,gold,hof,gold,gold,,hof,gold,gold,hof,,gold,,,,,,,,,,California
204,Jason Kidd,United States,,All-Time Dallas Mavericks,5,PG,SG,2-Way 3-Level Playmaker,"6'4""",193,205,92,"6'8""",203,,,87,80,80,84,79,69,90,80,81,91,89,58,78,93,80,77,55,85,25,29,40,55,48,65,95,91,88,93,94,90,89,73,70,85,85,30,80,80,80,50,37,62,50,87,2690,,,,,,,gold,,gold,,,,,,,,gold,,,gold,,gold,gold,gold,gold,gold,gold,,gold,gold,gold,gold,,gold,,,,,,,,,,California
205,Jason Kidd,United States,,All-Time Phoenix Suns,32,PG,SG,2-Way Inside-The-Arc Playmaker,"6'4""",193,205,92,"6'8""",203,,,90,80,80,84,74,69,90,80,81,94,89,58,78,93,80,77,55,85,25,29,40,55,48,65,95,94,94,93,94,95,95,73,70,85,85,30,80,80,80,50,37,62,83,90,2741,,,,,,,gold,,gold,,,,,,,,gold,,,gold,gold,gold,gold,gold,gold,,gold,,bronze,,,bronze,,gold,,,,,,,,,,California
206,Jason Richardson,United States,,All-Time Golden State Warriors,23,SG,SF,Score-First Two Guard,"6'6""",198,225,101,"7'0""",213,,,87,90,88,86,88,85,95,95,83,93,73,64,98,97,85,70,83,90,90,98,65,78,72,75,93,72,66,83,80,58,73,70,67,73,71,49,75,69,85,61,50,71,45,87,2880,,gold,,,,hof,gold,,gold,,gold,,,,hof,,,,,,,bronze,,,,,,,,,,,,,,,,,gold,gold,,,,Michigan State
207,Jason Terry,United States,,All-Time Dallas Mavericks,31,PG,SG,Walking Bucket,"6'2""",188,180,81,"6'5""",196,,,86,93,94,95,96,88,94,90,73,94,72,40,63,94,73,77,56,89,25,40,50,50,35,72,85,83,78,84,94,82,79,55,33,69,63,40,65,68,50,35,31,39,83,88,2562,,bronze,,,gold,,gold,,gold,,,,,,,,,silver,,,silver,gold,gold,gold,,,,,,,,,,,,,,,,,,,,Arizona
208,Jason Williams,United States,,All-Time Memphis Grizzlies,2,PG,,2-Way 3-Level Playmaker,"6'1""",185,190,86,"6'4""",193,,,84,81,82,80,81,84,85,75,73,74,85,35,70,92,73,79,48,79,25,25,25,40,26,70,93,90,92,98,80,94,88,57,32,81,61,30,72,60,60,36,27,45,98,84,2480,,,,,,,,,,,,,,,,,silver,,,bronze,,gold,gold,gold,bronze,,,,,,,,,,,,,,,,,,,Florida
209,Jaylen Brown,United States,,All-Time Boston Celtics,7,SF,SG,2-Way Scoring Phenom,"6'6""",198,223,100,"7'0""",213,9,,91,87,93,96,83,72,80,98,84,79,87,69,84,95,95,82,78,94,40,89,67,69,80,93,95,78,78,86,76,84,64,74,70,87,53,53,86,87,85,52,45,59,90,91,2934,bronze,,,silver,gold,,silver,,silver,,silver,,,,bronze,,bronze,bronze,,,,bronze,,,,bronze,,,silver,,silver,silver,,bronze,,,,,silver,bronze,,,,
210,Jayson Tatum,United States,,All-Time Boston Celtics,0,SF,PF,2-Way 3-Level Shot Creator,"6'8""",203,210,95,"6'10""",208,,,92,88,88,85,87,85,85,98,85,82,88,71,83,95,98,80,82,88,50,85,74,84,83,97,98,79,78,86,79,84,70,82,81,88,75,66,89,90,85,67,51,82,80,96,3064,silver,silver,,bronze,gold,bronze,silver,,silver,bronze,silver,bronze,,bronze,silver,,,bronze,bronze,,silver,bronze,,,,silver,,bronze,silver,bronze,silver,silver,,bronze,,,,,bronze,silver,,,,
211,Jeff Hornacek,United States,,All-Time Utah Jazz,14,SG,PG,2-Way Perimeter Combo Guard,"6'3""",191,190,86,"6'6""",198,,,84,89,80,90,92,90,98,85,77,73,80,35,66,98,98,88,54,76,35,40,35,51,25,72,98,79,84,76,70,84,79,73,52,89,77,39,88,87,80,57,55,59,55,84,2663,,gold,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,Iowa State
212,Jeff Malone,United States,,All-Time Washington Wizards,10,SG,SF,Inside The Arc Menace,"6'4""",193,205,92,"6'9""",206,,,86,90,92,95,70,92,95,95,81,81,78,48,88,95,85,91,73,96,55,85,40,70,64,82,94,71,71,79,73,70,64,59,40,74,61,35,70,68,65,50,40,60,83,89,2733,,,,,,gold,gold,,gold,,gold,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mississippi State
213,Jeff Ruland,United States,,All-Time Washington Wizards,43,C,PF,Inside The Arc Board Hunter,"6'10""",208,240,108,"7'2""",218,,,87,81,95,77,50,73,95,95,73,48,44,88,68,98,90,78,83,76,80,75,92,87,90,92,75,58,65,41,42,85,59,57,73,44,38,52,78,57,60,83,77,88,95,87,2707,,,,,,bronze,,,,silver,bronze,gold,gold,gold,,silver,,,,,,,,,,,,,,,,,,,,gold,gold,gold,,,,,,
214,Jeff Teague,United States,,All-Time Atlanta Hawks,0,PG,SG,3-Level Scoring Playmaker,"6'3""",191,186,84,"6'8""",203,16,,85,86,83,92,79,87,88,85,82,85,81,64,85,92,80,86,58,88,25,75,33,40,29,75,95,85,81,88,85,88,82,67,25,78,64,68,78,85,70,44,32,56,90,85,2702,,,,,,,bronze,,bronze,,,,,,,,bronze,,,bronze,silver,gold,gold,gold,bronze,,bronze,,,,,,,,,,,,,,,,,
215,Jermaine O’Neal,United States,,All-Time Indiana Pacers,7,PF,C,2-Way Inside-The-Arc Menace,"6'11""",211,255,115,"7'3""",221,,,91,89,95,90,68,86,98,95,80,77,54,80,80,95,95,78,89,82,90,75,94,94,90,89,96,59,52,78,70,52,43,67,85,34,57,61,84,76,75,89,88,89,83,91,2919,,,,gold,,gold,,,,,gold,gold,,gold,,,,silver,gold,,,,,,,,,,,,,,,,,,,gold,,,,,,Eau Claire High School
216,Jerome Kersey,United States,,All-Time Portland Trail Blazers,25,SF,PF,2-Way Inside-The-Arc Menace,"6'7""",201,215,97,"6'10""",208,,,87,86,92,86,74,77,94,90,86,75,88,76,88,95,94,83,75,85,77,97,55,68,60,84,72,59,59,65,68,53,51,77,65,88,65,60,84,85,90,77,74,80,80,87,2864,,,,,,gold,,,,,gold,,,,gold,gold,,,bronze,,,,,,,,,gold,,,,,,,,bronze,,bronze,,silver,,,,Longwood University
217,Jerry Lucas,United States,,All-Time Sacramento Kings,32,PF,C,2-Way 3-Level Scorer,"6'8""",203,230,104,"6'11""",211,,,95,93,95,93,90,85,98,98,79,64,44,89,70,98,95,95,90,82,85,70,96,96,96,96,98,64,75,55,40,78,73,77,95,37,50,88,90,84,95,98,97,98,83,95,3066,,,,hof,,gold,gold,,gold,silver,gold,,gold,,,,,,,,,,,,,silver,,,,,,,silver,,silver,gold,hof,gold,,gold,,,,Ohio State
218,Jerry Sloan,United States,,All-Time Chicago Bulls,4,SG,SF,Swiss Army Knife,"6'5""",196,180,81,"6'9""",206,,,89,84,80,85,75,85,98,80,84,80,96,60,82,87,95,88,69,80,45,77,52,63,53,88,95,76,74,75,76,84,72,82,52,96,83,57,98,92,95,68,58,78,75,89,2898,,,,,,,silver,,silver,,,,,,,,,,gold,,,,,,,gold,hof,gold,gold,gold,gold,gold,,gold,,,,,gold,,,,,Evansville
219,Jerry Stackhouse,United States,,All-Time Detroit Pistons,42,SG,SF,2-Way Mid-Range Slasher,"6'6""",198,218,98,"6'8""",203,,,89,91,95,90,80,85,98,98,86,84,78,74,93,98,92,80,83,92,55,90,78,82,74,95,96,76,68,82,81,79,70,73,70,78,74,54,80,82,75,46,51,41,60,89,2941,gold,,,,silver,,silver,,silver,,gold,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,UNC
