,name,nationality_1,nationality_2,team,jersey,position_1,position_2,archetype,height_feet,height_cm,weight_lbs,weight_kg,wingspan_feet,wingspan_cm,season_salary,years_in_the_nba,birthdate,hometown,prior_to_nba,overall,group_outside_scoring,close_shot,mid_range_shot,three_point_shot,free_throw,shot_iq,offensive_consistency,group_athleticism,speed,agility,strength,vertical,stamina,hustle,overall_durability,group_inside_scoring,layup,standing_dunk,driving_dunk,post_hook,post_fade,post_control,draw_foul,hands,group_playmaking,pass_accuracy,ball_handle,speed_with_ball,pass_iq,pass_vision,group_defense,interior_defense,perimeter_defense,steal,block,help_defense_iq,pass_perception,defensive_consistency,group_rebounding,offensive_rebound,defensive_rebound,intangibles,potential,total_attributes,badge_deadeye,badge_limitless_range,badge_mini_marksman,badge_set_shot_specialist,badge_shifty_shooter,badge_aerial_wizard,badge_float_game,badge_hook_specialist,badge_layup_mixmaster,badge_paint_prodigy,badge_physical_finisher,badge_post_fade_phenom,badge_post_powerhouse,badge_post_up_poet,badge_posterizer,badge_rise_up,badge_ankle_assassin,badge_bail_out,badge_break_starter,badge_dimer,badge_handles_for_days,badge_lightning_launch,badge_strong_handle,badge_unpluckable,badge_versatile_visionary,badge_challenger,badge_glove,badge_high_flying_denier,badge_immovable_enforcer,badge_interceptor,badge_off_ball_pest,badge_on_ball_menace,badge_paint_patroller,badge_pick_dodger,badge_post_lockdown,badge_boxout_beast,badge_rebound_chaser,badge_brick_wall,badge_slippery_off_ball,badge_pogo_stick
161,Isaiah Livers,United States,,Phoenix Suns,12,PF,SF,Mid-Range Specialist,"6'6""",198,232,104,"6'9""",206,,4,"July 28, 1998","Kalamazoo, Michigan",Michigan,72,81,78,86,72,82,95,75,72,73,74,55,71,85,66,82,48,76,25,65,26,32,35,44,80,61,68,70,70,65,32,51,37,65,42,40,60,60,55,43,40,46,80,74,2281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Isaiah Stevens,United States,,Sacramento Kings,4,PG,SG,Steady Playmaker,"6'0""",183,185,83,"6'4""",193,,1,"November 1, 2000","Allen, Texas",Colorado State,68,67,70,74,74,84,60,40,76,88,87,48,72,80,76,79,42,72,25,35,25,31,30,45,70,80,78,79,88,78,78,44,44,58,36,25,52,50,40,35,30,39,40,70,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Isaiah Stewart,United States,,Detroit Pistons,28,PF,C,Rim Protector,"6'8""",203,250,113,"7'4""",224,,5,"May 22, 2001","Rochester, New York",Washington,77,74,98,76,73,76,60,60,79,63,71,89,70,89,95,77,74,76,75,70,75,64,80,70,79,45,44,34,52,50,43,61,70,67,37,89,72,42,50,74,71,77,40,79,2503,,,,,,bronze,,,,bronze,silver,,bronze,,,,,,,,,,,,,,,,,,,,,,,,silver,bronze,,gold
164,Ivica Zubac,Croatia,,Los Angeles Clippers,40,C,,Paint Beast,"7'0""",213,240,108,"7'4""",224,,9,"March 18, 1997","Mostar, Bosnia and Herzegovina",Croatia,87,73,98,76,26,64,85,90,70,26,45,90,75,80,95,80,84,86,85,80,90,78,91,81,82,45,70,35,26,47,47,57,79,34,37,75,75,40,60,89,86,91,85,88,2578,,,,,,gold,,silver,,gold,gold,bronze,silver,silver,silver,gold,,,,,,,,,,,,,,,,,,,,gold,gold,gold,,silver
165,Ja Morant,United States,,Memphis Grizzlies,12,PG,,3-Level Playmaking Slasher,"6'2""",188,174,78,"6'7""",201,,6,"August 10, 1999","Dalzell, South Carolina",Murray State,91,87,88,88,76,83,90,98,88,95,95,52,97,97,98,80,71,97,25,96,54,54,54,90,98,91,90,96,95,91,82,64,49,72,56,42,79,78,75,46,36,56,70,96,2868,silver,,,silver,bronze,gold,gold,,gold,,gold,,,,hof,,gold,silver,gold,gold,gold,gold,silver,gold,gold,,,silver,,,,,,,,,,,,gold
166,Jabari Smith Jr.,United States,,Houston Rockets,10,PF,C,Slashing Stretch Four,"6'11""",211,220,99,"7'1""",216,,3,"May 13, 2003","Fayetteville, Georgia",Auburn,81,82,90,73,80,81,85,85,77,76,76,60,75,89,85,80,75,75,75,85,74,75,75,54,85,61,65,75,69,66,29,60,70,69,33,61,67,67,55,64,57,71,85,87,2659,bronze,,,silver,,,,,,silver,bronze,bronze,,bronze,,bronze,,,bronze,,,,,,,,,bronze,,,,,,,,bronze,bronze,,,silver
167,Jabari Walker,United States,,Philadelphia 76ers,34,PF,SF,Stretch Four,"6'7""",201,200,90,"6'11""",211,,3,"July 30, 2002","Wichita, Kansas",Colorado,76,69,72,70,79,65,65,60,72,75,75,46,79,80,70,80,68,79,45,75,67,68,68,65,80,55,52,60,71,54,36,65,68,68,80,47,67,65,60,75,67,83,75,78,2494,,,,,,,,,,bronze,silver,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,silver
168,Jackson Rowe,Canada,,Golden State Warriors,44,SF,SG,Ball Hawk,"6'7""",201,210,95,"6'11""",211,,5,"January 4, 1997","Ontario, Canada",California State-Fullerton,68,67,70,69,74,71,65,50,73,66,63,70,74,80,79,80,61,67,60,70,54,57,57,50,74,56,59,54,59,60,50,51,54,52,54,50,54,54,40,61,64,57,50,70,2281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Jacob Toppin,United States,,Atlanta Hawks,00,PF,SF,Interior Threat,"6'8""",203,200,90,"6'11""",211,,2,"May 8, 2000","Brooklyn, New York",Kentucky,67,60,70,69,69,67,50,35,74,68,68,62,82,85,75,80,60,68,65,85,44,48,58,40,69,55,50,68,64,50,44,58,67,65,38,51,68,60,60,55,47,62,30,76,2257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Jaden Hardy,United States,,Dallas Mavericks,1,PG,SG,Inside-Out Scoring Threat,"6'3""",191,198,89,"6'9""",206,,3,"July 5, 2002","Detroit, Michigan",Coronado High School,75,75,86,66,84,67,60,85,77,83,83,39,85,84,85,80,62,80,40,80,47,49,49,66,85,72,75,83,76,75,50,46,34,55,43,37,50,51,50,40,31,48,70,80,2391,silver,,silver,,bronze,,silver,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Jaden Ivey,United States,,Detroit Pistons,23,SG,PG,Inside-Out ISO Specialist,"6'4""",193,195,88,"6'10""",208,,3,"February 13, 2002","South Bend, Indiana",Purdue,81,74,83,65,84,73,60,80,83,91,91,54,85,92,85,80,63,85,30,85,44,42,44,82,90,83,84,86,89,84,70,61,59,71,43,51,70,69,65,51,50,51,90,83,2640,,,,,,,gold,,silver,,bronze,,,,bronze,,,silver,silver,,,silver,silver,,silver,,,,,,,,,,,,,,,
172,Jaden McDaniels,United States,,Minnesota Timberwolves,3,SF,PF,2-Way 3-Level Shot Creator,"6'9""",206,185,83,"7'0""",213,,5,"September 29, 2000","Federal Way, Washington",Washington,82,80,89,90,80,83,70,70,82,79,93,60,80,85,85,90,62,84,40,75,52,56,54,52,85,54,44,78,70,40,37,81,83,89,63,66,88,88,90,57,52,62,50,85,2637,bronze,,,silver,,,,,,,bronze,,,,,,,silver,,,,,,,,gold,bronze,silver,,silver,gold,gold,,silver,bronze,,bronze,,bronze,gold
173,Jae’Sean Tate,United States,,Houston Rockets,8,SF,PF,Inside-Out Shot Creator,"6'4""",193,230,104,"6'8""",203,,7,"October 28, 1995","Toledo, Ohio",Ohio State,73,67,84,70,76,69,50,50,78,69,70,65,75,89,95,80,72,84,65,75,69,68,69,64,85,63,70,74,62,72,38,65,70,70,70,42,68,69,65,60,65,55,30,79,2520,,,,,,,,,,silver,silver,,,,,,,,,,,,bronze,,,,,bronze,,,,,,,,,,,,silver
174,Jahmai Mashack,United States,,Memphis Grizzlies,21,PG,SG,,"6'4""",193,203,91,,,,0,"November 10, 2002",,Tennessee,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Jaime Jaquez Jr.,United States,,Miami Heat,11,SF,PF,Rim Attacker,"6'6""",198,230,104,"6'10""",208,,2,"February 18, 2001","Irvine, California",UCLA,76,71,83,68,73,76,70,55,79,67,75,68,82,88,90,80,66,74,55,88,60,64,63,45,80,69,70,73,64,74,65,69,68,72,76,42,75,72,75,62,58,66,50,83,2587,,,,bronze,,silver,,,,,bronze,,,,silver,,,silver,,,,,,,,,,,,,,,,,,,,,silver,gold
176,Jake LaRavia,United States,,Los Angeles Lakers,33,PF,SF,Catch & Shoot Ace,"6'7""",201,235,106,"6'10""",208,,3,"November 3, 2001","Pasadena, California",Wake Forest,76,76,91,66,86,68,75,70,74,59,69,62,72,88,85,80,66,73,60,75,60,60,60,68,70,65,69,68,57,68,62,57,69,43,63,57,66,58,40,60,61,58,70,79,2485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Jakob Poeltl,Austria,,Toronto Raptors,19,C,,2-Way Inside-The-Arc Threat,"7'0""",213,245,110,"7'3""",221,,9,"October 15, 1995","Vienna, Austria",Utah,81,76,97,79,45,67,95,75,68,51,37,80,57,80,90,80,76,73,75,60,86,79,86,60,85,52,69,38,31,62,58,70,81,45,56,80,79,67,80,81,79,83,85,84,2614,,,,,,,,silver,,bronze,,bronze,bronze,bronze,,,,,,,,,,,,,,,silver,,,,,,bronze,silver,silver,bronze,,bronze
178,Ja’Kobe Walter,United States,,Toronto Raptors,14,SF,SG,3 & D Threat,"6'5""",196,180,81,"6'9""",206,,1,"September 4, 2004","McKinney, Texas",Baylor,77,77,86,70,78,75,75,80,80,90,82,57,76,88,85,80,57,72,35,75,49,50,50,45,80,65,69,70,79,69,40,54,47,66,56,47,59,55,50,51,52,50,95,82,2464,,,,,,,bronze,,bronze,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Jalen Brunson,United States,,New York Knicks,11,PG,,Offensive Architect,"6'2""",188,190,86,"6'4""",193,,7,"August 31, 1996","New Brunswick, New Jersey",Villanova,93,90,97,87,86,83,90,98,82,84,84,60,75,98,95,81,66,98,40,35,50,56,50,98,98,90,96,95,84,98,77,60,55,73,41,32,72,70,75,39,32,45,80,93,2761,gold,bronze,gold,gold,gold,,gold,,gold,,silver,,,bronze,,,silver,gold,gold,gold,gold,gold,gold,gold,gold,,,,,,,,,,,,,,bronze,
180,Jalen Duren,United States,,Detroit Pistons,0,C,,Interior Enforcer,"6'10""",208,250,113,"7'5""",226,,3,"November 18, 2003","New Castle, Delaware",Memphis,82,69,98,55,35,68,75,85,81,73,73,81,84,89,90,80,77,79,80,80,75,62,77,79,80,57,59,59,59,50,57,65,72,62,41,81,72,66,60,92,93,90,80,84,2683,,,,,,bronze,,,,silver,bronze,,silver,,bronze,bronze,,,,,,,,,,,,silver,,,,,,,,gold,gold,silver,,bronze
181,Jalen Green,United States,Philippines,Phoenix Suns,4,SG,PG,Inside-Out ISO Specialist,"6'4""",193,186,84,"6'8""",203,,4,"February 9, 2002","Merced, California",NBA G League Ignite,83,81,81,74,82,83,70,95,82,88,88,55,92,88,85,80,72,90,40,91,56,56,56,89,95,78,77,86,84,79,62,58,45,73,41,47,70,68,60,46,33,59,85,90,2693,bronze,,,bronze,silver,bronze,silver,,silver,,gold,,,,silver,,silver,,,,bronze,silver,bronze,bronze,,,,,,,,,,,,,,,bronze,gold
182,Jalen Johnson,United States,,Atlanta Hawks,1,PF,SF,Inside the Arc Threat,"6'8""",203,219,99,"7'0""",213,,4,"December 18, 2001","Wausau, Wisconsin",Duke,81,82,82,78,74,75,90,95,78,76,76,68,82,85,80,80,77,88,75,96,66,74,69,68,80,68,68,58,74,69,70,61,66,66,59,66,60,57,50,69,50,87,95,88,2740,,,,silver,,silver,,,silver,silver,gold,,,,silver,,,silver,silver,,,,silver,,,,,silver,,,,,,,,gold,gold,,silver,gold
183,Jalen McDaniels,United States,,New Orleans Pelicans,7,PF,SF,Mid-Range Scoring Threat,"6'9""",206,205,92,"7'0""",213,,6,"January 31, 1998","Federal Way, Washington",San Diego State,72,75,87,80,60,84,70,70,74,73,73,60,73,80,80,80,64,76,60,65,62,68,59,52,68,58,55,69,69,59,37,50,59,55,49,50,55,50,35,50,42,57,60,75,2356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Jalen Pickett,United States,,Denver Nuggets,24,PG,SG,3PT Shot Creator,"6'2""",188,202,91,"6'7""",201,,2,"October 22, 1999","Rochester, New York",Penn State,72,76,92,71,82,76,75,60,72,72,72,59,67,88,70,79,58,75,25,60,55,58,58,50,81,73,72,75,72,74,70,52,47,62,41,40,62,65,45,43,38,47,75,75,2385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Jalen Smith,United States,,Chicago Bulls,7,C,PF,Inside-Out Board Hunter,"6'9""",206,215,97,"7'2""",218,,5,"March 16, 2000","Portsmouth, Virginia",Maryland Terrapins,78,79,99,72,78,82,70,70,75,69,68,65,86,82,75,80,72,69,85,80,72,71,71,47,80,38,29,38,49,40,34,58,70,48,36,80,73,44,55,80,72,88,60,79,2466,bronze,,,silver,,,,,,silver,bronze,,,,,,,,,,,,,,,,,,,,,,,,,silver,bronze,,,bronze
186,Jalen Suggs,United States,,Orlando Magic,4,PG,SG,2-Way 3-Level Slasher,"6'5""",196,205,92,"6'6""",198,,4,"June 3, 2001","St. Paul, Minnesota",Gonzaga,82,80,82,79,79,88,70,80,83,88,93,59,90,88,85,80,64,89,40,80,39,38,74,70,84,81,78,86,88,84,70,78,55,91,76,72,84,82,85,50,37,62,70,85,2780,,,bronze,silver,,,silver,,,,bronze,,,,,,,silver,silver,,,bronze,silver,,,gold,bronze,,silver,silver,silver,gold,,silver,,,,,,silver
187,Jalen Williams,United States,,Oklahoma City Thunder,8,PF,SF,2-Way 3-Level Shot Creator,"6'5""",196,211,95,"7'2""",218,,3,"April 14, 2001","Denver, Colorado",Santa Clara,90,87,85,95,84,79,85,95,81,87,87,50,83,90,90,80,69,85,25,80,67,67,66,75,87,79,78,86,83,78,71,79,78,92,73,61,86,86,80,50,38,62,85,92,2871,silver,,,silver,bronze,,bronze,,silver,,silver,,,,bronze,,,bronze,silver,,,bronze,silver,,,,,silver,,,bronze,,,,,,silver,,silver,gold
188,Jalen Wilson,United States,,Brooklyn Nets,22,SF,PF,Mid-Range Scoring Threat,"6'6""",198,220,99,"6'8""",203,,2,"November 4, 2000","Arlington, Texas",Kansas,76,79,82,79,74,83,75,80,73,82,79,30,75,80,84,80,61,78,30,75,55,54,55,50,90,62,64,68,73,63,41,43,35,57,37,30,50,52,40,49,45,52,70,76,2323,,,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Jamal Cain,United States,,Orlando Magic,8,SF,PF,Perimeter Defender,"6'7""",201,210,95,"6'11""",211,,3,"March 20, 1999","Pontiac, Michigan",Oakland,71,69,81,59,71,63,75,65,72,66,68,60,75,80,70,83,63,80,65,70,59,55,57,40,75,48,44,53,60,49,32,57,60,68,49,68,55,50,50,54,51,56,65,71,2298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Jamal Murray,Canada,,Denver Nuggets,27,PG,SG,Offensive Architect,"6'4""",193,215,97,"6'7""",201,,9,"February 23, 1997","Kitchener, Canada",Kentucky,86,88,94,88,85,89,75,95,79,80,80,54,80,95,85,78,65,90,30,82,38,46,74,78,84,82,84,89,79,85,71,62,35,77,56,51,74,70,70,41,35,47,70,88,2681,gold,silver,bronze,gold,gold,,silver,,gold,,silver,,,,,,silver,silver,silver,bronze,silver,silver,silver,gold,gold,,,,,,,,,,,,,,silver,
191,Jamal Shead,United States,,Toronto Raptors,23,PG,SG,3PT Shot Creator,"6'1""",185,195,88,"6'5""",196,,1,"July 24, 2002","Austin, Texas",Houston,76,69,85,63,76,75,60,55,82,97,94,49,74,88,95,80,45,74,25,50,30,31,30,40,80,84,84,86,95,80,75,57,34,77,56,42,67,75,50,38,35,41,80,79,2407,,,,,,,,,,,,,,,,,,bronze,bronze,,,silver,,bronze,bronze,,,,,,,,,,,,,,,
192,Jamaree Bouyea,United States,,Milwaukee Bucks,15,PG,SG,Steady Playmaker,"6'2""",188,180,81,"6'6""",198,,3,"June 27, 1999","Seaside, California",San Francisco,67,63,76,67,73,72,50,40,76,83,83,41,70,85,85,82,44,76,25,45,27,35,31,40,75,75,75,76,83,70,72,58,42,68,70,45,65,67,50,38,30,45,50,72,2241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,James Harden,United States,,Los Angeles Clippers,1,PG,SG,Playmaking Inside-Out Scorer,"6'5""",196,220,99,"6'11""",211,,16,"August 26, 1989","Los Angeles, California",Arizona State,89,86,84,84,83,87,80,98,88,85,85,71,87,98,97,95,74,94,35,75,60,74,69,94,90,88,82,95,85,94,82,66,62,70,63,60,63,82,65,51,36,65,70,93,2892,gold,silver,,silver,gold,,gold,,gold,,gold,,,,,,gold,gold,silver,gold,gold,gold,gold,silver,gold,,,,,,,,,,,,,,,
194,James Wiseman,United States,,Indiana Pacers,13,C,,Board-Hunting Lob Threat,"6'11""",211,240,108,"7'6""",229,,5,"March 31, 1998","Nashville, Tennessee",Memphis,75,66,94,67,67,70,55,40,77,70,70,70,68,87,85,87,71,71,80,75,72,64,71,50,85,54,54,66,54,64,33,60,74,50,31,71,78,54,65,80,75,84,45,82,2478,,,,,,bronze,,,,bronze,bronze,,,,,bronze,,,,,,,,,,,,,,,,,,,,bronze,,,,bronze
195,Jamison Battle,United States,,Toronto Raptors,77,SF,PF,Catch & Shoot Ace,"6'7""",201,220,99,"6'11""",211,,1,"May 10, 2001","Robbinsdale, Minnesota",Ohio State,74,83,85,85,85,83,80,80,68,64,60,55,65,80,70,80,57,70,40,65,50,52,50,49,80,51,52,62,57,51,33,50,58,58,33,47,52,54,45,50,44,56,65,75,2270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Jarace Walker,United States,,Indiana Pacers,5,PF,C,3-Level Scoring Threat,"6'7""",201,235,106,"7'3""",221,,2,"September 4, 2003","Baltimore, Maryland",Houston,76,73,96,91,84,64,50,50,84,81,81,80,90,90,85,80,67,78,80,87,57,58,58,40,80,63,69,62,70,68,45,65,70,67,70,58,65,62,65,54,36,72,65,84,2588,,,,,,,,,,,silver,,,,bronze,,,,,,,,silver,,,,,silver,,,bronze,,,,,,,,,gold
197,Jared Butler,United States,,Phoenix Suns,12,PG,,Playmaking Perimeter Threat,"6'3""",191,193,87,"6'4""",193,,4,"August 25, 2000","Reserve, Louisiana",Baylor,75,80,85,83,79,82,70,80,76,80,80,50,78,83,80,80,53,74,25,65,28,41,37,60,95,81,83,82,80,83,79,49,30,60,53,51,55,47,50,42,36,47,70,76,2417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Jared McCain,United States,,Philadelphia 76ers,20,SG,SF,Shot-Creating 3-Level Threat,"6'3""",191,197,89,"6'7""",201,,1,"February 20, 2004","Sacramento, California",Duke,80,84,84,95,82,88,75,80,75,76,76,52,68,90,80,80,55,84,30,70,37,38,38,60,85,75,73,86,75,73,66,50,45,63,41,25,60,60,55,42,36,47,70,88,2431,silver,,silver,gold,silver,,bronze,,silver,,,,,,,,,silver,bronze,,,,bronze,,,,,,,,,,,,,,,,bronze,
199,Jaren Jackson Jr.,United States,,Memphis Grizzlies,8,C,PF,2-Way Inside-Out Scorer,"6'10""",208,242,109,"7'5""",226,,7,"September 15, 1999","Plainfield, New Jersey",Michigan State,89,89,97,78,82,78,98,98,81,63,80,82,75,90,80,94,83,82,85,80,86,87,86,75,80,46,45,60,33,50,41,81,90,80,56,83,95,71,95,56,47,65,90,91,2848,,,,,bronze,silver,,bronze,bronze,gold,silver,silver,silver,gold,bronze,silver,,,,,,,silver,,,,,gold,,,,,gold,,gold,,,gold,,gold
200,Jarred Vanderbilt,United States,,Los Angeles Lakers,2,PF,C,Defensive Anchor,"6'8""",203,214,96,"7'1""",216,,7,"April 3, 1999","Houston, Texas",Kentucky,77,60,85,69,67,48,50,40,79,75,83,70,80,75,95,78,61,79,75,75,40,32,50,50,85,53,60,65,65,38,39,79,83,83,89,51,82,88,80,84,87,80,30,79,2500,,,,,,bronze,,,,,bronze,,,,,,,,,,,,,,,bronze,bronze,gold,bronze,silver,gold,bronze,,silver,bronze,,gold,,,gold
201,Jarrett Allen,United States,,Cleveland Cavaliers,31,C,,Paint Beast,"6'9""",206,243,109,"7'5""",226,,8,"April 21, 1998","San Diego, Texas",Texas,84,80,98,82,63,74,90,70,82,75,72,84,79,92,90,82,80,80,90,85,83,63,84,60,95,36,25,35,35,48,38,74,89,72,46,68,88,67,85,80,71,88,75,87,2708,,,,,,silver,,silver,,silver,,,bronze,,bronze,gold,,,,,,,,,,,,bronze,,,,,silver,,silver,silver,bronze,silver,,bronze
202,Javon Small,United States,,Memphis Grizzlies,10,PG,,,"6'3""",191,190,86,,,,0,"December 19, 2002","South Bend, Indiana",West Virginia,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Javonte Green,United States,,Detroit Pistons,8,PF,SF,Versatile Defender,"6'5""",196,205,92,"7'0""",213,,10,"July 23, 1993","Petersburg, Virginia",Radford,74,69,58,70,78,75,60,75,73,72,74,46,85,80,75,82,63,79,25,85,52,52,52,60,95,60,60,72,69,68,30,74,74,77,70,68,74,80,75,53,50,56,85,77,2515,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Jaxson Hayes,United States,,Los Angeles Lakers,11,C,PF,2-Way Interior Scorer,"7'0""",213,220,99,"7'4""",224,,6,"May 23, 2000","Norman, Oklahoma",Texas,78,77,95,68,60,71,85,80,75,58,64,72,75,80,95,80,71,77,85,80,68,54,65,52,90,36,29,38,41,40,34,63,78,48,42,82,79,45,65,70,65,75,50,78,2443,,,,,,gold,,,,,,,,,silver,silver,,,,,,,,,,,,silver,,,,,,,,silver,bronze,,,silver
205,Jay Huff,United States,,Indiana Pacers,30,C,,Stretch Five,"7'1""",216,240,108,"7'5""",226,,4,"August 25, 1997","Durham, North Carolina",Virginia,76,79,87,72,84,77,80,75,66,48,47,62,62,80,85,77,67,67,65,65,74,74,74,38,80,44,50,43,33,60,33,55,62,32,36,90,62,54,50,53,45,61,95,76,2355,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Jaylen Brown,United States,,Boston Celtics,7,SF,SG,2-Way Wing Creator,"6'6""",198,223,100,"7'0""",213,,9,"October 24, 1996","Marietta, Georgia",California,90,84,88,84,78,76,95,85,85,79,88,69,84,95,95,82,79,94,40,94,67,69,80,93,95,79,78,86,76,84,70,73,70,89,49,45,86,87,85,54,46,62,80,93,2916,silver,,,gold,gold,silver,silver,,silver,,gold,,,,gold,,,bronze,,,,,,,,bronze,bronze,silver,silver,bronze,silver,silver,,bronze,bronze,,bronze,,silver,gold
207,Jaylen Clark,United States,,Minnesota Timberwolves,22,SG,,3 & D Wing,"6'4""",193,205,92,"6'9""",206,,2,"October 13, 2001","Riverside, California",UCLA,75,75,86,60,85,77,75,65,79,79,86,55,77,85,94,79,56,73,50,70,40,38,44,59,72,60,62,69,76,60,32,71,52,81,89,35,82,80,75,45,53,37,60,80,2472,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,bronze,bronze,,bronze,,,,,,
208,Jaylen Wells,United States,,Memphis Grizzlies,0,SF,PF,3 & D Threat,"6'8""",203,205,92,"7'0""",213,,1,"August 26, 2003","Sacramento, California",Washington State,78,76,88,71,81,81,70,65,78,86,80,60,67,85,85,80,57,78,45,70,42,44,42,55,80,61,62,75,70,64,35,62,51,80,37,35,78,75,75,47,47,47,70,84,2440,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,
209,Jaylin Williams,United States,,Oklahoma City Thunder,6,C,,3-Level Scoring Threat,"6'9""",206,240,108,"7'1""",216,,3,"June 29, 2002","Fort Smith, Arkansas",Arkansas,79,83,89,84,82,80,80,80,68,50,57,60,62,78,90,80,68,69,70,70,68,61,68,65,75,65,77,59,38,82,67,63,74,45,41,77,72,65,70,75,59,90,75,79,2588,,,,bronze,,silver,,,,,bronze,,,,,,,,,,,,,,silver,,,bronze,,,,,,,,silver,gold,bronze,,silver
210,Jaylon Tyson,United States,,Cleveland Cavaliers,24,SF,PF,Perimeter Shot Creator,"6'7""",201,210,95,"6'11""",211,,1,"December 2, 2002","Plano, Texas",California,74,77,86,78,80,80,70,65,79,80,76,63,75,85,93,80,59,75,40,70,40,65,58,42,80,66,69,75,77,68,42,51,50,67,53,35,62,50,40,67,72,61,50,83,2435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,bronze
211,Jayson Tatum,United States,,Boston Celtics,0,PF,SF,2-Way Inside-Out ISO Creator,"6'8""",203,210,95,"6'10""",208,,8,"March 3, 1998","St. Louis, Missouri",Duke,94,90,90,85,85,81,98,98,85,82,88,71,83,95,98,80,86,96,50,89,79,86,88,98,98,80,78,86,79,84,73,74,81,87,43,52,89,84,85,60,35,85,98,97,3054,gold,silver,,silver,gold,bronze,gold,,gold,,gold,silver,,bronze,gold,,silver,gold,bronze,bronze,silver,bronze,gold,,silver,silver,bronze,bronze,,bronze,silver,silver,,bronze,,,,,silver,gold
212,JD Davison,United States,,Houston Rockets,20,PG,SG,Rim Attacker,"6'1""",185,195,88,"6'7""",201,,3,"October 3, 2002","Letohatchee, Alabama",Alabama,69,65,70,73,71,73,50,50,74,85,85,54,84,88,45,80,50,72,25,85,30,31,38,40,80,78,72,86,84,75,72,52,25,56,69,61,55,54,45,46,36,55,60,76,2290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Jeff Green,United States,,Houston Rockets,32,PF,C,Balanced 2-Way Threat,"6'8""",203,235,106,"7'1""",216,,18,"August 28, 1986","Cheverly, Maryland",Georgetown,74,71,88,75,76,82,50,55,78,63,75,70,84,89,85,82,73,79,65,80,70,68,72,68,85,59,69,74,50,70,33,59,69,70,32,62,68,54,60,45,41,49,50,76,2488,,,,,,,,,,silver,silver,,,,,,,silver,silver,,,,silver,,,,,silver,,,,,,,,,,,,gold
214,Jerami Grant,United States,,Portland Trail Blazers,9,SF,PF,2-Way 3-Level Shot Creator,"6'7""",201,210,95,"7'3""",221,,11,"March 12, 1994","Portland, Oregon",Syracuse,79,73,54,75,80,85,70,75,82,77,77,69,78,95,94,82,77,89,80,85,62,59,69,75,95,65,69,76,72,70,39,67,70,69,41,68,77,72,75,42,34,49,60,83,2649,,,,silver,,silver,bronze,,silver,,bronze,,,,bronze,,,,,,,,silver,,,,,bronze,,,,,,,,,,,,bronze
215,Jeremiah Fears,United States,,New Orleans Pelicans,0,PG,SG,,"6'4""",193,190,86,,,,0,"October 14, 2006","Joliet, Illinois",Oklahoma,73,,,,,,,,,,,,,,,,,,,,,,,,,18,,,92,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Jeremy Sochan,Poland,United States,San Antonio Spurs,10,PF,PG,Small Ball Four,"6'8""",203,230,104,"7'0""",213,,3,"May 20, 2003","Guymon, Oklahoma",Baylor,79,74,75,45,73,68,95,85,76,70,74,60,74,90,85,80,66,84,60,80,48,52,53,79,70,72,79,79,65,82,53,63,65,74,46,57,69,68,65,69,69,69,98,83,2621,,,,,,,bronze,,bronze,,silver,,,,,,,,,,,,silver,,,bronze,,bronze,,,bronze,,,,,,,,,silver
